Jagath Rajapakse,https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Regional glucose metabolic abnormalities are not the result of atrophy in Alzheimer's disease,"Vicente Ibáñez, Pietro Pietrini, Gene E Alexander, Maura L Furey, Diane Teichberg, JC Rajapakse, Stanley I Rapoport, Mark B Schapiro, Barry Horwitz",345.0,1998.0,"Objective To determine whether the hypometabolism observed in PET images of patients with Alzheimer9s disease (AD) is due entirely to brain atrophy.
Background Reduced brain glucose metabolism in AD patients measured using PET has been reported by numerous authors. Actual glucose metabolic values in AD may be reduced artificially because of brain atrophy, which accentuates the partial volume effect (PVE) on data collected by PET.
Methods Using segmented MR images, we corrected regional cerebral metabolic rates for glucose for PVEs to evaluate the effect of atrophy on uncorrected values for brain metabolism in AD patients and healthy control subjects.
Results Global glucose metabolism was reduced significantly before and after correction in AD patients compared with controls. Before PVE correction, glucose metabolic values in patients were lower than in control subjects in the inferior parietal …"
Jagath Rajapakse,https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Segmentation of clustered nuclei with shape markers and marking function,"Jierong Cheng, Jagath C Rajapakse",322.0,2008.0,"We present a method to separate clustered nuclei from fluorescence microscopy cellular images, using shape markers and marking function in a watershed-like algorithm. Shape markers are extracted using an adaptive H-minima transform. A marking function based on the outer distance transform is introduced to accurately separate clustered nuclei. With synthetic images, we quantitatively demonstrate the performance of our method and provide comparisons with existing approaches. On mouse neuronal and Drosophila cellular images, we achieved 6%-7% improvement of segmentation accuracies over earlier methods."
Jagath Rajapakse,https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,ICA with reference,"Wei Lu, Jagath C Rajapakse",296.0,2006.0,We present the technique of the ICA with Reference (ICA-R) to extract an interesting subset of independent sources from their linear mixtures when some a priori information of the sources are available in the form of rough templates (references). The constrained independent component analysis (cICA) is extended to incorporate the reference signals that carry some information of the sources as additional constraints into the ICA contrast function. A neural algorithm is then proposed using a Newton-like approach to obtain an optimal solution to the constrained optimization problem. Stability of the convergence and selection of parameters in the learning algorithm are analyzed. Experiments with synthetic signals and real fMRI data demonstrate the efficacy and accuracy of the proposed algorithm.
Jagath Rajapakse,https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Modeling hemodynamic response for analysis of functional MRI time‐series,"Jagath C Rajapakse, Frithjof Kruggel, Jose M Maisog, D Yves von Cramon",271.0,1998.0,"The standard Gaussian function is proposed for the hemodynamic modulation function (HDMF) of functional magnetic resonance imaging (fMRI) time‐series. Unlike previously proposed parametric models, the Gaussian model accounts independently for the delay and dispersion of the hemodynamic responses and provides a more flexible and mathematically convenient model. A suboptimal noniterative scheme to estimate the hemodynamic parameters is presented. The ability of the Gaussian function to represent the HDMF of brain activation is compared with Poisson and Gamma models. The proposed model seems valid because the lag and dispersion values of hemodynamic responses rendered by the Gaussian model are in the ranges of their previously reported values in recent optical and fMR imaging studies.
An extension of multiple regression analysis to incorporate the HDMF is presented. The detected …"
Jagath Rajapakse,https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,SVM-RFE with MRMR filter for gene selection,"Piyushkumar A Mundra, Jagath C Rajapakse",257.0,2009.0,"We enhance the support vector machine recursive feature elimination (SVM-RFE) method for gene selection by incorporating a minimum-redundancy maximum-relevancy (MRMR) filter. The relevancy of a set of genes are measured by the mutual information among genes and class labels, and the redundancy is given by the mutual information among the genes. The method improved identification of cancer tissues from benign tissues on several benchmark datasets, as it takes into account the redundancy among the genes during their selection. The method selected a less number of genes compared to MRMR or SVM-RFE on most datasets. Gene ontology analyses revealed that the method selected genes that are relevant for distinguishing cancerous samples and have similar functional properties. The method provides a framework for combining filter methods and wrapper methods of gene selection, as …"
Jagath Rajapakse,https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Brain anatomic magnetic resonance imaging in childhood-onset schizophrenia,"Jean A Frazier, Jay N Giedd, Susan D Hamburger, Kathleen E Albus, Debra Kaysen, A Catherine Vaituzis, Jagath C Rajapakse, Marge C Lenane, Kathleen McKenna, Leslie K Jacobsen, Charles T Gordon, Alan Breier, Judith L Rapoport",240.0,1996.0,"Background:
Early-onset schizophrenia (first psychotic symptoms by age 12 years) has been the subject of a small number of studies, and its biological continuity with lateronset disorder has not been established. In this study, quantitative anatomic brain magnetic resonance images of children and adolescents with early-onset schizophrenia were compared with those of matched controls. Brain abnormalities in childhood-onset schizophrenia were examined in relation to those reported for later-onset schizophrenics.
Methods:
Anatomic brain magnetic resonance imaging scans were obtained for 21 patients (mean±SD age, 14.6±2.1 years; range, 10 to 18 years) with childhood-onset schizophrenia (13 males, eight females) and 33 age-, sex-, height-, and weight-matched normal controls. Quantitative measurements were obtained for the cerebrum, anterior frontal region, lateral ventricles, thalamus, caudate, putamen …"
Jagath Rajapakse,https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Segmentation of MR images with intensity inhomogeneities,"Jagath C Rajapakse, Frithjof Kruggel",199.0,1998.0,A statistical model to segment clinical magnetic resonance (MR) images in the presence of noise and intensity inhomogeneities is proposed. Inhomogeneities are considered to be multiplicative low-frequency variations of intensities that are due to the anomalies of the magnetic fields of the scanners. The measurements are modeled as a Gaussian mixture where inhomogeneities present a bias field in the distributions. The piecewise contiguous nature of the segmentation is modeled by a Markov random field (MRF). A greedy algorithm based on the iterative conditional modes (ICM) algorithm is used to find an optimal segmentation while estimating the model parameters. Results with simulated and hand-segmented images are presented to compare performance of the algorithm with other statistical methods. Segmentation results with MR head scans acquired from four different clinical scanners are presented.
Jagath Rajapakse,https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Learning effective brain connectivity with dynamic Bayesian networks,"Jagath C Rajapakse, Juan Zhou",151.0,2007.0,"We propose to use dynamic Bayesian networks (DBN) to learn the structure of effective brain connectivity from functional MRI data in an exploratory manner. In our previous work, we used Bayesian networks (BN) to learn the functional structure of the brain (Zheng, X., Rajapakse, J.C., 2006. Learning functional structure from fMR images. NeuroImage 31 (4), 1601–1613). However, BN provides a single snapshot of effective connectivity of the entire experiment and therefore is unable to accurately capture the temporal characteristics of connectivity. Dynamic Bayesian networks (DBN) use a Markov chain to model fMRI time-series and thereby determine temporal relationships of interactions among brain regions. Experiments on synthetic fMRI data demonstrate that the performance of DBN is comparable to Granger causality mapping (GCM) in determining the structure of linearly connected networks. Dynamic …"
Jagath Rajapakse,https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Temporal lobe morphology in childhood-onset schizophrenia.,"Leslie K Jacobsen, Jay N Giedd, A Catherine Vaituzis, Susan D Hamburger, Jagath C Rajapakse, Jean A Frazier, Debra Kaysen, Marge C Lenane, Kathleen McKenna, Charles T Gordon, Judith L Rapoport",151.0,1996.0,"Neurodevelopmental models of schizophrenia imply that a more severe early brain lesion may produce earlier onset of psychotic symptoms. The medial temporal lobes have been proposed as possible locations for such a lesion. This hypothesis was tested in children and adolescents with childhood-onset schizophrenia who had severe, chronic symptoms and were refractory to treatment with typical neuroleptics. Anatomic brain magnetic resonance imaging scans were acquired for 21 patients (aged 10–18 yrs) who had onset of schizophrenia by age 12 and 41 normal children. Ss with childhood-onset schizophrenia had significantly smaller cerebral volumes. With no adjustment for brain volume, no diagnostic differences were observed for any temporal lobe structure. With adjustment for total cerebral volume, larger volumes of the superior temporal gyrus and its posterior segment and a trend toward larger …"
Jagath Rajapakse,https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Regional MRI measurements of the corpus callosum: a methodological and developmental study,"Jagath C Rajapakse, Jay N Giedd, Judith M Rumsey, A Catherine Vaituzis, Susan D Hamburger, Judith L Rapoport",113.0,1996.0,"A technique for quantifying the midsagittal size and shape of the corpus callosum (CC) from magnetic resonance brain scans is presented. The technique utilizes the distances to the ventral and dorsal boundaries of small sectors of the CC from a reference point to compute the size and shape parameters of the CC and its subdivisions. Intrarater and interrater interclass correlation coefficients for the area measurements ranged from 0.88 to 0.99. Correlations between these automated measures and those obtained by pixel counting were equally high. The corpus callosa of 104 (57 male and 47 female) right-handed healthy children and adolescents, ages 4–18, were examined in relation to age and sex. Corpus callosum growth was most striking for the splenium and isthmus with some changes in the midbody regions. The area and perimeter of these regions increased, shapes became more compact, and the …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Data fusion improves the coverage of wireless sensor networks,"Guoliang Xing, Rui Tan, Benyuan Liu, Jianping Wang, Xiaohua Jia, Chih-Wei Yi",177.0,2009.0,"Wireless sensor networks (WSNs) have been increasingly available for critical applications such as security surveillance and environmental monitoring. An important performance measure of such applications is sensing coverage that characterizes how well a sensing field is monitored by a network. Although advanced collaborative signal processing algorithms have been adopted by many existing WSNs, most previous analytical studies on sensing coverage are conducted based on overly simplistic sensing models (eg, the disc model) that do not capture the stochastic nature of sensing. In this paper, we attempt to bridge this gap by exploring the fundamental limits of coverage based on stochastic data fusion models that fuse noisy measurements of multiple sensors. We derive the scaling laws between coverage, network density, and signal-to-noise ratio (SNR). We show that data fusion can significantly improve …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Software-Defined Networking for Smart Grid Resilience: Opportunities and Challenges,"Xinshu Dong, Hui Lin, Rui Tan, Ravishankar K Iyer, Zbigniew Kalbarczyk",155.0,2015.0,"Software-defined networking (SDN) is an emerging networking paradigm that provides unprecedented flexibility in dynamically reconfiguring an IP network. It enables various applications such as network management, quality of service (QoS) optimization, and system resilience enhancement. Pilot studies have investigated the possibilities of applying SDN on smart grid communications, while the specific benefits and risks that SDN may bring to the resilience of smart grids against accidental failures and malicious attacks remain largely unexplored. Without a systematic understanding of these issues and convincing validations of proposed solutions, the power industry will be unlikely to embrace SDN, since resilience is always a key consideration for critical infrastructures like power grids. In this position paper, we aim to provide an initial understanding of these issues, by investigating (1) how SDN can enhance the …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Mobile element assisted cooperative localization for wireless sensor networks with obstacles,"Hongyang Chen, Qingjiang Shi, Rui Tan, H Vincent Poor, Kaoru Sezaki",150.0,2010.0,"In this paper, a cooperative localization algorithm is proposed that considers the existence of obstacles in mobility-assisted wireless sensor networks (WSNs). An optimal movement scheduling method with mobile elements (MEs) is proposed to address limitations of static WSNs in node localization. In this scheme, a mobile anchor node cooperates with static sensor nodes and moves actively to refine location performance. It takes advantage of cooperation between MEs and static sensors while, at the same time, taking into account the relay node availability to make the best use of beacon signals. For achieving high localization accuracy and coverage, a novel convex position estimation algorithm is proposed, which can effectively solve the problem when infeasible points occur because of the effects of radio irregularity and obstacles. This method is the only rangefree based convex method to solve the localization …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Exploiting reactive mobility for collaborative target detection in wireless sensor networks,"Rui Tan, Guoliang Xing, Jianping Wang, Hing Cheung So",99.0,2009.0,"Recent years have witnessed the deployments of wireless sensor networks in a class of mission-critical applications such as object detection and tracking. These applications often impose stringent Quality-of-Service requirements including high detection probability, low false alarm rate, and bounded detection delay. Although a dense all-static network may initially meet these Quality-of-Service requirements, it does not adapt to unpredictable dynamics in network conditions (e.g., coverage holes caused by death of nodes) or physical environments (e.g., changed spatial distribution of events). This paper exploits reactive mobility to improve the target detection performance of wireless sensor networks. In our approach, mobile sensors collaborate with static sensors and move reactively to achieve the required detection performance. Specifically, mobile sensors initially remain stationary and are directed to move …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Exploiting data fusion to improve the coverage of wireless sensor networks,"Rui Tan, Guoliang Xing, Benyuan Liu, Jianping Wang, Xiaohua Jia",94.0,2011.0,"Wireless sensor networks (WSNs) have been increasingly available for critical applications such as security surveillance and environmental monitoring. An important performance measure of such applications is sensing coverage that characterizes how well a sensing field is monitored by a network. Although advanced collaborative signal processing algorithms have been adopted by many existing WSNs, most previous analytical studies on sensing coverage are conducted based on overly simplistic sensing models (e.g., the disc model) that do not capture the stochastic nature of sensing. In this paper, we attempt to bridge this gap by exploring the fundamental limits of coverage based on stochastic data fusion models that fuse noisy measurements of multiple sensors. We derive the scaling laws between coverage, network density, and signal-to-noise ratio (SNR). We show that data fusion can significantly improve …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Quality-driven volcanic earthquake detection using wireless sensor networks,"Rui Tan, Guoliang Xing, Jinzhu Chen, Wen-Zhan Song, Renjie Huang",94.0,2010.0,"Volcano monitoring is of great interest to public safety and scientific explorations. However, traditional volcanic instrumentation such as broadband seismometers are expensive, power-hungry, bulky, and difficult to install. Wireless sensor networks (WSNs) offer the potential to monitor volcanoes at unprecedented spatial and temporal scales. However, current volcanic WSN systems often yield poor monitoring quality due to the limited sensing capability of low-cost sensors and unpredictable dynamics of volcanic activities. Moreover, they are designed only for short-term monitoring due to the high energy consumption of centralized data collection. In this paper, we propose a novel quality-driven approach to achieving real-time, in-situ, and long-lived volcanic earthquake detection. By employing novel in-network collaborative signal processing algorithms, our approach can meet stringent requirements on sensing …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Impact of integrity attacks on real-time pricing in smart grids,"Rui Tan, Varun Badrinath Krishna, David KY Yau, Zbigniew Kalbarczyk",83.0,2013.0,"Modern information and communication technologies used by smart grids are subject to cybersecurity threats. This paper studies the impact of integrity attacks on real-time pricing (RTP), a key feature of smart grids that uses such technologies to improve system efficiency. Recent studies have shown that RTP creates a closed loop formed by the mutually dependent real-time price signals and price-taking demand. Such a closed loop can be exploited by an adversary whose objective is to destabilize the pricing system. Specifically, small malicious modifications to the price signals can be iteratively amplified by the closed loop, causing inefficiency and even severe failures such as blackouts. This paper adopts a control-theoretic approach to deriving the fundamental conditions of RTP stability under two broad classes of integrity attacks, namely, the scaling and delay attacks. We show that the RTP system is at risk of …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Modeling and mitigating impact of false data injection attacks on automatic generation control,"Rui Tan, Hoang Hai Nguyen, Eddy YS Foo, David KY Yau, Zbigniew Kalbarczyk, Ravishankar K Iyer, Hoay Beng Gooi",82.0,2017.0,"This paper studies the impact of false data injection (FDI) attacks on automatic generation control (AGC), a fundamental control system used in all power grids to maintain the grid frequency at a nominal value. Attacks on the sensor measurements for AGC can cause frequency excursion that triggers remedial actions, such as disconnecting customer loads or generators, leading to blackouts, and potentially costly equipment damage. We derive an attack impact model and analyze an optimal attack, consisting of a series of FDIs that minimizes the remaining time until the onset of disruptive remedial actions, leaving the shortest time for the grid to counteract. We show that, based on eavesdropped sensor data and a few feasible-to-obtain system constants, the attacker can learn the attack impact model and achieve the optimal attack in practice. This paper provides essential understanding on the limits of physical impact …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Volcanic earthquake timing using wireless sensor networks,"Guojin Liu, Rui Tan, Ruogu Zhou, Guoliang Xing, Wen-Zhan Song, Jonathan M Lees",79.0,2013.0,"Recent years have witnessed pilot deployments of inexpensive wireless sensor networks (WSNs) for active volcano monitoring. This paper studies the problem of picking arrival times of primary waves (i.e., P-phases) received by seismic sensors, one of the most critical tasks in volcano monitoring. Two fundamental challenges must be addressed. First, it is virtually impossible to download the real-time high-frequency seismic data to a central station for P-phase picking due to limited wireless network bandwidth. Second, accurate P-phase picking is inherently computation-intensive, and is thus prohibitive for many low-power sensor platforms. To address these challenges, we propose a new P-phase picking approach for hierarchical volcano monitoring WSNs where a large number of inexpensive sensors are used to collect fine-grained, real-time seismic signals while a small number of powerful coordinator nodes …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Optimal false data injection attack against automatic generation control in power grids,"Rui Tan, Hoang Hai Nguyen, Eddy YS Foo, Xinshu Dong, David KY Yau, Zbigniew Kalbarczyk, Ravishankar K Iyer, Hoay Beng Gooi",58.0,2016.0,"This paper studies false data injection attacks against automatic generation control (AGC), a fundamental control system used in all power grids to maintain the grid frequency at a nominal value. Attacks on the sensor measurements for AGC can cause frequency excursion that triggers remedial actions such as disconnecting customer loads or generators, leading to blackouts and potentially costly equipment damage. We derive an attack impact model and analyze an optimal attack, consisting of a series of false data injections, that minimizes the remaining time until the onset of remedial actions, leaving the shortest time for the grid to counteract. We show that, based on eavesdropped sensor data and a few feasible-to-obtain system constants, the attacker can learn the attack impact model and achieve the optimal attack in practice. This paper provides essential understanding on the limits of physical impact of false …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Fast sensor placement algorithms for fusion-based target detection,"Zhaohui Yuan, Rui Tan, Guoliang Xing, Chenyang Lu, Yixin Chen, Jianping Wang",52.0,2008.0,"Mission-critical target detection imposes stringent performance requirements for wireless sensor networks, such as high detection probabilities and low false alarm rates. Data fusion has been shown as an effective technique for improving system detection performance by enabling efficient collaboration among sensors with limited sensing capability. Due to the high cost of network deployment, it is desirable to place sensors at optimal locations to achieve maximum detection performance. However, for sensor networks employing data fusion, optimal sensor placement is a non-linear optimization problem with prohibitive computational complexity. In this paper, we present fast sensor placement algorithms based on a probabilistic data fusion model. Simulation results show that our algorithms can meet the desired detection performance with a small number of sensors while achieving up to 7-fold speedup over the …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Enhanced hidden moving target defense in smart grids,"Jue Tian, Rui Tan, Xiaohong Guan, Ting Liu",48.0,2018.0,"Recent research has proposed a moving target defense (MTD) approach that actively changes transmission line susceptance to preclude stealthy false data injection (FDI) attacks against the state estimation of a smart grid. However, existing studies were often conducted under a weak adversarial setting, in that they ignore the possibility that alert attackers can also try to detect the activation of MTD before they launch the FDI attacks. We call this new threat as parameter confirming-first (PCF) FDI. To improve the stealthiness of MTD, we propose a hidden MTD approach that cannot be detected by the attackers and prove its equivalence to an MTD that maintains the power flows of the whole grid. Moreover, we analyze the completeness of MTD and show that any hidden MTD is incomplete in that FDI attacks may bypass the hidden MTD opportunistically. This result suggests that the stealthiness and completeness are …"
Rui Tan,https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,System-level calibration for data fusion in wireless sensor networks,"Rui Tan, Guoliang Xing, Zhaohui Yuan, Xue Liu, Jianguo Yao",48.0,2013.0,"Wireless sensor networks are typically composed of low-cost sensors that are deeply integrated in physical environments. As a result, the sensing performance of a wireless sensor network is inevitably undermined by biases in imperfect sensor hardware and the noises in data measurements. Although a variety of calibration methods have been proposed to address these issues, they often adopt the device-level approach that becomes intractable for moderate-to large-scale networks. In this article, we propose a two-tier system-level calibration approach for a class of sensor networks that employ data fusion to improve the sensing performance. In the first tier of our calibration approach, each sensor learns its local sensing model from noisy measurements using an online algorithm and only transmits a few model parameters. In the second tier, sensors' local sensing models are then calibrated to a common system …"
