Web,Paper,Author,Citation,Year,Discription,University,College,GoogleScholar_Name,split_name,name_in_coauthor,author_num,author_num_list
https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Regional glucose metabolic abnormalities are not the result of atrophy in Alzheimer's disease,"Vicente Ibáñez, Pietro Pietrini, Gene E Alexander, Maura L Furey, Diane Teichberg, JC Rajapakse, Stanley I Rapoport, Mark B Schapiro, Barry Horwitz",345.0,1998.0,"Objective To determine whether the hypometabolism observed in PET images of patients with Alzheimer9s disease (AD) is due entirely to brain atrophy.
Background Reduced brain glucose metabolism in AD patients measured using PET has been reported by numerous authors. Actual glucose metabolic values in AD may be reduced artificially because of brain atrophy, which accentuates the partial volume effect (PVE) on data collected by PET.
Methods Using segmented MR images, we corrected regional cerebral metabolic rates for glucose for PVEs to evaluate the effect of atrophy on uncorrected values for brain metabolism in AD patients and healthy control subjects.
Results Global glucose metabolism was reduced significantly before and after correction in AD patients compared with controls. Before PVE correction, glucose metabolic values in patients were lower than in control subjects in the inferior parietal …",NTU,CS,Jagath C Rajapakse,"['Vicente Ibáñez', 'Pietro Pietrini', 'Gene E Alexander', 'Maura L Furey', 'Diane Teichberg', 'Jagath C Rajapakse', 'Stanley I Rapoport', 'Mark B Schapiro', 'Barry Horwitz']",5,4274,"[5698, 18, 5308, 4173, 5433, 4274, 892, 5905, 566]"
https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Segmentation of clustered nuclei with shape markers and marking function,"Jierong Cheng, Jagath C Rajapakse",322.0,2008.0,"We present a method to separate clustered nuclei from fluorescence microscopy cellular images, using shape markers and marking function in a watershed-like algorithm. Shape markers are extracted using an adaptive H-minima transform. A marking function based on the outer distance transform is introduced to accurately separate clustered nuclei. With synthetic images, we quantitatively demonstrate the performance of our method and provide comparisons with existing approaches. On mouse neuronal and Drosophila cellular images, we achieved 6%-7% improvement of segmentation accuracies over earlier methods.",NTU,CS,Jagath C Rajapakse,"['Jierong Cheng', 'Jagath C Rajapakse']",1,4274,"[1737, 4274]"
https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,ICA with reference,"Wei Lu, Jagath C Rajapakse",296.0,2006.0,We present the technique of the ICA with Reference (ICA-R) to extract an interesting subset of independent sources from their linear mixtures when some a priori information of the sources are available in the form of rough templates (references). The constrained independent component analysis (cICA) is extended to incorporate the reference signals that carry some information of the sources as additional constraints into the ICA contrast function. A neural algorithm is then proposed using a Newton-like approach to obtain an optimal solution to the constrained optimization problem. Stability of the convergence and selection of parameters in the learning algorithm are analyzed. Experiments with synthetic signals and real fMRI data demonstrate the efficacy and accuracy of the proposed algorithm.,NTU,CS,Jagath C Rajapakse,"['Wei Lu', 'Jagath C Rajapakse']",1,4274,"[2537, 4274]"
https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Modeling hemodynamic response for analysis of functional MRI time‐series,"Jagath C Rajapakse, Frithjof Kruggel, Jose M Maisog, D Yves von Cramon",271.0,1998.0,"The standard Gaussian function is proposed for the hemodynamic modulation function (HDMF) of functional magnetic resonance imaging (fMRI) time‐series. Unlike previously proposed parametric models, the Gaussian model accounts independently for the delay and dispersion of the hemodynamic responses and provides a more flexible and mathematically convenient model. A suboptimal noniterative scheme to estimate the hemodynamic parameters is presented. The ability of the Gaussian function to represent the HDMF of brain activation is compared with Poisson and Gamma models. The proposed model seems valid because the lag and dispersion values of hemodynamic responses rendered by the Gaussian model are in the ranges of their previously reported values in recent optical and fMR imaging studies.
An extension of multiple regression analysis to incorporate the HDMF is presented. The detected …",NTU,CS,Jagath C Rajapakse,"['Jagath C Rajapakse', 'Frithjof Kruggel', 'Jose M Maisog', 'D Yves von Cramon']",0,4274,"[4274, 4333, 5128, 1514]"
https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,SVM-RFE with MRMR filter for gene selection,"Piyushkumar A Mundra, Jagath C Rajapakse",257.0,2009.0,"We enhance the support vector machine recursive feature elimination (SVM-RFE) method for gene selection by incorporating a minimum-redundancy maximum-relevancy (MRMR) filter. The relevancy of a set of genes are measured by the mutual information among genes and class labels, and the redundancy is given by the mutual information among the genes. The method improved identification of cancer tissues from benign tissues on several benchmark datasets, as it takes into account the redundancy among the genes during their selection. The method selected a less number of genes compared to MRMR or SVM-RFE on most datasets. Gene ontology analyses revealed that the method selected genes that are relevant for distinguishing cancerous samples and have similar functional properties. The method provides a framework for combining filter methods and wrapper methods of gene selection, as …",NTU,CS,Jagath C Rajapakse,"['Piyushkumar A Mundra', 'Jagath C Rajapakse']",1,4274,"[1832, 4274]"
https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Brain anatomic magnetic resonance imaging in childhood-onset schizophrenia,"Jean A Frazier, Jay N Giedd, Susan D Hamburger, Kathleen E Albus, Debra Kaysen, A Catherine Vaituzis, Jagath C Rajapakse, Marge C Lenane, Kathleen McKenna, Leslie K Jacobsen, Charles T Gordon, Alan Breier, Judith L Rapoport",240.0,1996.0,"Background:
Early-onset schizophrenia (first psychotic symptoms by age 12 years) has been the subject of a small number of studies, and its biological continuity with lateronset disorder has not been established. In this study, quantitative anatomic brain magnetic resonance images of children and adolescents with early-onset schizophrenia were compared with those of matched controls. Brain abnormalities in childhood-onset schizophrenia were examined in relation to those reported for later-onset schizophrenics.
Methods:
Anatomic brain magnetic resonance imaging scans were obtained for 21 patients (mean±SD age, 14.6±2.1 years; range, 10 to 18 years) with childhood-onset schizophrenia (13 males, eight females) and 33 age-, sex-, height-, and weight-matched normal controls. Quantitative measurements were obtained for the cerebrum, anterior frontal region, lateral ventricles, thalamus, caudate, putamen …",NTU,CS,Jagath C Rajapakse,"['Jean A Frazier', 'Jay N Giedd', 'Susan D Hamburger', 'Kathleen E Albus', 'Debra Kaysen', 'A Catherine Vaituzis', 'Jagath C Rajapakse', 'Marge C Lenane', 'Kathleen McKenna', 'Leslie K Jacobsen', 'Charles T Gordon', 'Alan Breier', 'Judith L Rapoport']",6,4274,"[3072, 2499, 1317, 795, 3290, 5549, 4274, 799, 3108, 6411, 2141, 5567, 102]"
https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Segmentation of MR images with intensity inhomogeneities,"Jagath C Rajapakse, Frithjof Kruggel",199.0,1998.0,A statistical model to segment clinical magnetic resonance (MR) images in the presence of noise and intensity inhomogeneities is proposed. Inhomogeneities are considered to be multiplicative low-frequency variations of intensities that are due to the anomalies of the magnetic fields of the scanners. The measurements are modeled as a Gaussian mixture where inhomogeneities present a bias field in the distributions. The piecewise contiguous nature of the segmentation is modeled by a Markov random field (MRF). A greedy algorithm based on the iterative conditional modes (ICM) algorithm is used to find an optimal segmentation while estimating the model parameters. Results with simulated and hand-segmented images are presented to compare performance of the algorithm with other statistical methods. Segmentation results with MR head scans acquired from four different clinical scanners are presented.,NTU,CS,Jagath C Rajapakse,"['Jagath C Rajapakse', 'Frithjof Kruggel']",0,4274,"[4274, 4333]"
https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Learning effective brain connectivity with dynamic Bayesian networks,"Jagath C Rajapakse, Juan Zhou",151.0,2007.0,"We propose to use dynamic Bayesian networks (DBN) to learn the structure of effective brain connectivity from functional MRI data in an exploratory manner. In our previous work, we used Bayesian networks (BN) to learn the functional structure of the brain (Zheng, X., Rajapakse, J.C., 2006. Learning functional structure from fMR images. NeuroImage 31 (4), 1601–1613). However, BN provides a single snapshot of effective connectivity of the entire experiment and therefore is unable to accurately capture the temporal characteristics of connectivity. Dynamic Bayesian networks (DBN) use a Markov chain to model fMRI time-series and thereby determine temporal relationships of interactions among brain regions. Experiments on synthetic fMRI data demonstrate that the performance of DBN is comparable to Granger causality mapping (GCM) in determining the structure of linearly connected networks. Dynamic …",NTU,CS,Jagath C Rajapakse,"['Jagath C Rajapakse', 'Juan Zhou']",0,4274,"[4274, 4737]"
https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Temporal lobe morphology in childhood-onset schizophrenia.,"Leslie K Jacobsen, Jay N Giedd, A Catherine Vaituzis, Susan D Hamburger, Jagath C Rajapakse, Jean A Frazier, Debra Kaysen, Marge C Lenane, Kathleen McKenna, Charles T Gordon, Judith L Rapoport",151.0,1996.0,"Neurodevelopmental models of schizophrenia imply that a more severe early brain lesion may produce earlier onset of psychotic symptoms. The medial temporal lobes have been proposed as possible locations for such a lesion. This hypothesis was tested in children and adolescents with childhood-onset schizophrenia who had severe, chronic symptoms and were refractory to treatment with typical neuroleptics. Anatomic brain magnetic resonance imaging scans were acquired for 21 patients (aged 10–18 yrs) who had onset of schizophrenia by age 12 and 41 normal children. Ss with childhood-onset schizophrenia had significantly smaller cerebral volumes. With no adjustment for brain volume, no diagnostic differences were observed for any temporal lobe structure. With adjustment for total cerebral volume, larger volumes of the superior temporal gyrus and its posterior segment and a trend toward larger …",NTU,CS,Jagath C Rajapakse,"['Leslie K Jacobsen', 'Jay N Giedd', 'A Catherine Vaituzis', 'Susan D Hamburger', 'Jagath C Rajapakse', 'Jean A Frazier', 'Debra Kaysen', 'Marge C Lenane', 'Kathleen McKenna', 'Charles T Gordon', 'Judith L Rapoport']",4,4274,"[6411, 2499, 5549, 1317, 4274, 3072, 3290, 799, 3108, 2141, 102]"
https://scholar.google.com/citations?hl=en&user=9WPWHiEAAAAJ,Regional MRI measurements of the corpus callosum: a methodological and developmental study,"Jagath C Rajapakse, Jay N Giedd, Judith M Rumsey, A Catherine Vaituzis, Susan D Hamburger, Judith L Rapoport",113.0,1996.0,"A technique for quantifying the midsagittal size and shape of the corpus callosum (CC) from magnetic resonance brain scans is presented. The technique utilizes the distances to the ventral and dorsal boundaries of small sectors of the CC from a reference point to compute the size and shape parameters of the CC and its subdivisions. Intrarater and interrater interclass correlation coefficients for the area measurements ranged from 0.88 to 0.99. Correlations between these automated measures and those obtained by pixel counting were equally high. The corpus callosa of 104 (57 male and 47 female) right-handed healthy children and adolescents, ages 4–18, were examined in relation to age and sex. Corpus callosum growth was most striking for the splenium and isthmus with some changes in the midbody regions. The area and perimeter of these regions increased, shapes became more compact, and the …",NTU,CS,Jagath C Rajapakse,"['Jagath C Rajapakse', 'Jay N Giedd', 'Judith M Rumsey', 'A Catherine Vaituzis', 'Susan D Hamburger', 'Judith L Rapoport']",0,4274,"[4274, 2499, 2012, 5549, 1317, 102]"
https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Data fusion improves the coverage of wireless sensor networks,"Guoliang Xing, Rui Tan, Benyuan Liu, Jianping Wang, Xiaohua Jia, Chih-Wei Yi",177.0,2009.0,"Wireless sensor networks (WSNs) have been increasingly available for critical applications such as security surveillance and environmental monitoring. An important performance measure of such applications is sensing coverage that characterizes how well a sensing field is monitored by a network. Although advanced collaborative signal processing algorithms have been adopted by many existing WSNs, most previous analytical studies on sensing coverage are conducted based on overly simplistic sensing models (eg, the disc model) that do not capture the stochastic nature of sensing. In this paper, we attempt to bridge this gap by exploring the fundamental limits of coverage based on stochastic data fusion models that fuse noisy measurements of multiple sensors. We derive the scaling laws between coverage, network density, and signal-to-noise ratio (SNR). We show that data fusion can significantly improve …",NTU,CS,Rui Tan,"['Guoliang Xing', 'Rui Tan', 'Benyuan Liu', 'Jianping Wang', 'Xiaohua Jia', 'Chih-Wei Yi']",1,5891,"[215, 5891, 2659, 3632, 1957, 5372]"
https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Software-Defined Networking for Smart Grid Resilience: Opportunities and Challenges,"Xinshu Dong, Hui Lin, Rui Tan, Ravishankar K Iyer, Zbigniew Kalbarczyk",155.0,2015.0,"Software-defined networking (SDN) is an emerging networking paradigm that provides unprecedented flexibility in dynamically reconfiguring an IP network. It enables various applications such as network management, quality of service (QoS) optimization, and system resilience enhancement. Pilot studies have investigated the possibilities of applying SDN on smart grid communications, while the specific benefits and risks that SDN may bring to the resilience of smart grids against accidental failures and malicious attacks remain largely unexplored. Without a systematic understanding of these issues and convincing validations of proposed solutions, the power industry will be unlikely to embrace SDN, since resilience is always a key consideration for critical infrastructures like power grids. In this position paper, we aim to provide an initial understanding of these issues, by investigating (1) how SDN can enhance the …",NTU,CS,Rui Tan,"['Xinshu Dong', 'Hui Lin', 'Rui Tan', 'Ravishankar K Iyer', 'Zbigniew Kalbarczyk']",2,5891,"[356, 3112, 5891, 4897, 1569]"
https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Mobile element assisted cooperative localization for wireless sensor networks with obstacles,"Hongyang Chen, Qingjiang Shi, Rui Tan, H Vincent Poor, Kaoru Sezaki",150.0,2010.0,"In this paper, a cooperative localization algorithm is proposed that considers the existence of obstacles in mobility-assisted wireless sensor networks (WSNs). An optimal movement scheduling method with mobile elements (MEs) is proposed to address limitations of static WSNs in node localization. In this scheme, a mobile anchor node cooperates with static sensor nodes and moves actively to refine location performance. It takes advantage of cooperation between MEs and static sensors while, at the same time, taking into account the relay node availability to make the best use of beacon signals. For achieving high localization accuracy and coverage, a novel convex position estimation algorithm is proposed, which can effectively solve the problem when infeasible points occur because of the effects of radio irregularity and obstacles. This method is the only rangefree based convex method to solve the localization …",NTU,CS,Rui Tan,"['Hongyang Chen', 'Qingjiang Shi', 'Rui Tan', 'H Vincent Poor', 'Kaoru Sezaki']",2,5891,"[5234, 6230, 5891, 3858, 1815]"
https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Exploiting reactive mobility for collaborative target detection in wireless sensor networks,"Rui Tan, Guoliang Xing, Jianping Wang, Hing Cheung So",99.0,2009.0,"Recent years have witnessed the deployments of wireless sensor networks in a class of mission-critical applications such as object detection and tracking. These applications often impose stringent Quality-of-Service requirements including high detection probability, low false alarm rate, and bounded detection delay. Although a dense all-static network may initially meet these Quality-of-Service requirements, it does not adapt to unpredictable dynamics in network conditions (e.g., coverage holes caused by death of nodes) or physical environments (e.g., changed spatial distribution of events). This paper exploits reactive mobility to improve the target detection performance of wireless sensor networks. In our approach, mobile sensors collaborate with static sensors and move reactively to achieve the required detection performance. Specifically, mobile sensors initially remain stationary and are directed to move …",NTU,CS,Rui Tan,"['Rui Tan', 'Guoliang Xing', 'Jianping Wang', 'Hing Cheung So']",0,5891,"[5891, 215, 3632, 408]"
https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Exploiting data fusion to improve the coverage of wireless sensor networks,"Rui Tan, Guoliang Xing, Benyuan Liu, Jianping Wang, Xiaohua Jia",94.0,2011.0,"Wireless sensor networks (WSNs) have been increasingly available for critical applications such as security surveillance and environmental monitoring. An important performance measure of such applications is sensing coverage that characterizes how well a sensing field is monitored by a network. Although advanced collaborative signal processing algorithms have been adopted by many existing WSNs, most previous analytical studies on sensing coverage are conducted based on overly simplistic sensing models (e.g., the disc model) that do not capture the stochastic nature of sensing. In this paper, we attempt to bridge this gap by exploring the fundamental limits of coverage based on stochastic data fusion models that fuse noisy measurements of multiple sensors. We derive the scaling laws between coverage, network density, and signal-to-noise ratio (SNR). We show that data fusion can significantly improve …",NTU,CS,Rui Tan,"['Rui Tan', 'Guoliang Xing', 'Benyuan Liu', 'Jianping Wang', 'Xiaohua Jia']",0,5891,"[5891, 215, 2659, 3632, 1957]"
https://scholar.google.com/citations?hl=en&user=co5MGPkAAAAJ,Quality-driven volcanic earthquake detection using wireless sensor networks,"Rui Tan, Guoliang Xing, Jinzhu Chen, Wen-Zhan Song, Renjie Huang",94.0,2010.0,"Volcano monitoring is of great interest to public safety and scientific explorations. However, traditional volcanic instrumentation such as broadband seismometers are expensive, power-hungry, bulky, and difficult to install. Wireless sensor networks (WSNs) offer the potential to monitor volcanoes at unprecedented spatial and temporal scales. However, current volcanic WSN systems often yield poor monitoring quality due to the limited sensing capability of low-cost sensors and unpredictable dynamics of volcanic activities. Moreover, they are designed only for short-term monitoring due to the high energy consumption of centralized data collection. In this paper, we propose a novel quality-driven approach to achieving real-time, in-situ, and long-lived volcanic earthquake detection. By employing novel in-network collaborative signal processing algorithms, our approach can meet stringent requirements on sensing …",NTU,CS,Rui Tan,"['Rui Tan', 'Guoliang Xing', 'Jinzhu Chen', 'Wen-Zhan Song', 'Renjie Huang']",0,5891,"[5891, 215, 740, 86, 3235]"
